"t","x","y","index_path"
4.7,3.480796063,44.4707098,1
4.75,3.435609174,44.48954758,1
4.8,3.405079691,44.42878205,1
4.85,3.377031624,44.44929968,1
4.9,3.342904039,44.51647529,1
4.95,3.406479175,44.55592106,1
5,3.436518289,44.45757944,1
5.05,3.409374259,44.48582232,1
5.1,3.436285341,44.44223743,1
5.15,3.43919959,44.49424563,1
5.2,3.432092046,44.47857124,1
5.25,3.454216312,44.441989,1
5.3,3.527831989,44.51689014,1
5.35,3.48219188,44.48289957,1
5.4,3.497457342,44.51766058,1
5.45,3.525289723,44.4825374,1
5.5,3.499110565,44.42156333,1
5.55,3.518701181,44.48909113,1
5.6,3.54519994,44.45675145,1
5.65,3.516356892,44.51294604,1
5.7,3.489361532,44.42100158,1
5.75,3.531311943,44.52563369,1
5.8,3.524158087,44.49441511,1
5.85,3.501962892,44.50154851,1
5.9,3.511437783,44.57332347,1
5.95,3.550956207,44.47960794,1
6,3.529085202,44.60523494,1
6.05,3.534559472,44.55776173,1
6.1,3.482237985,44.54834506,1
6.15,3.507412949,44.52776422,1
6.2,3.476070703,44.57326661,1
6.25,3.441668527,44.51686641,1
6.3,3.471412589,44.50802233,1
6.35,3.407486984,44.53060284,1
6.4,3.431476365,44.53848625,1
6.45,3.419162454,44.55661654,1
6.5,3.435922357,44.56200472,1
6.55,3.343521863,44.54735382,1
6.6,3.321749121,44.58717012,1
6.65,3.354177328,44.46993898,1
6.7,3.343561896,44.4926624,1
6.75,3.380813992,44.59783345,1
6.8,3.442886509,44.46871819,1
6.85,3.382960077,44.54981317,1
6.9,3.475842398,44.53743252,1
6.95,3.425638534,44.59441793,1
7,3.422540924,44.51530696,1
7.05,3.452111447,44.49532967,1
7.1,3.47500696,44.49274722,1
7.15,3.419303255,44.48422421,1
7.2,3.460355644,44.49525648,1
7.25,3.461909799,44.49312219,1
7.3,3.462049611,44.44651386,1
7.35,3.490655185,44.527884,1
7.4,3.522219364,44.47781941,1
7.45,3.452226727,44.46769374,1
7.5,3.456344098,44.47546034,1
7.55,3.498289512,44.47649946,1
7.6,3.413809355,44.44298631,1
7.65,3.462727952,44.4253879,1
7.7,3.510420195,44.43171319,1
7.75,3.499288051,44.47809842,1
7.8,3.49668001,44.49528375,1
7.85,3.52525645,44.44113738,1
7.9,3.519049158,44.46562994,1
7.95,3.485590179,44.45686155,1
8,3.543466153,44.42583021,1
8.05,3.541822336,44.4453381,1
8.1,3.52052262,44.45379866,1
8.15,3.61362622,44.44697449,1
8.2,3.530198114,44.46128391,1
8.25,3.563450598,44.4661518,1
8.3,3.567696273,44.4689126,1
8.35,3.562513108,44.49313936,1
8.4,3.634240264,44.44495106,1
8.45,3.601862441,44.50765278,1
8.5,3.670480375,44.52463327,1
8.55,3.560972647,44.48929287,1
8.6,3.668530066,44.45417385,1
8.65,3.6855103,44.42524832,1
8.7,3.655734872,44.45888739,1
8.75,3.638951516,44.46546206,1
8.8,3.634713557,44.51708266,1
8.85,3.691297639,44.48928956,1
8.9,3.71905767,44.47913463,1
8.95,3.709834804,44.46885522,1
9,3.781219277,44.47412089,1
9.05,3.709903067,44.49502456,1
9.1,3.743379013,44.46081398,1
9.15,3.731897857,44.5071216,1
9.2,3.758248831,44.47146647,1
9.25,3.743970338,44.49304835,1
9.3,3.785259771,44.49787233,1
9.35,3.73981955,44.46302693,1
9.4,3.788102186,44.45953525,1
9.45,3.804787812,44.5047264,1
9.5,3.776086431,44.58620513,1
9.55,3.854493548,44.51868529,1
9.6,3.759700194,44.43247111,1
9.65,3.823852226,44.49165222,1
9.7,3.818446978,44.50531885,1
9.75,3.819269762,44.44644108,1
9.8,3.844770789,44.48800426,1
9.85,3.835465,44.47202261,1
9.9,3.853974636,44.42442698,1
9.95,3.849616007,44.46686705,1
10,3.91625556,44.41166838,1
10.05,3.913158775,44.47160076,1
10.1,3.845880425,44.484444,1
10.15,3.912979951,44.43088618,1
10.2,3.93536752,44.45706802,1
10.25,3.862606372,44.47967469,1
10.3,3.921647524,44.5130334,1
10.35,4.012694593,44.42734914,1
10.4,3.949589476,44.41790224,1
10.45,3.911358296,44.41245211,1
10.5,4.020660821,44.44035355,1
10.55,3.996738041,44.54141237,1
10.6,3.938767891,44.48119335,1
10.65,4.016217816,44.50134332,1
10.7,4.007358271,44.45753579,1
10.75,3.961086822,44.43777514,1
10.8,4.032609248,44.43807302,1
10.85,3.951694486,44.47497846,1
10.9,3.990271981,44.45348597,1
10.95,3.933350539,44.52995644,1
11,3.982026878,44.45809403,1
11.05,4.056813499,44.35491032,1
11.1,3.957522497,44.32715997,1
11.15,3.958958691,44.50586319,1
11.2,4.012464722,44.39487517,1
11.25,3.975091691,44.39339895,1
11.3,3.958838637,44.35378763,1
11.35,3.90936086,44.51593625,1
11.4,3.952608438,44.3786326,1
11.45,3.929563633,44.35159339,1
11.5,3.924943232,44.38761312,1
11.55,3.927926154,44.40857083,1
11.6,3.923182368,44.40844116,1
11.65,3.947165145,44.36793101,1
11.7,3.985754531,44.40818246,1
11.75,3.953718197,44.30553265,1
11.8,3.894093064,44.38785606,1
11.85,3.890305222,44.30274262,1
11.9,3.856709174,44.33897581,1
11.95,3.939350794,44.42280873,1
12,3.896263233,44.34295276,1
12.05,3.858592398,44.39973707,1
12.1,3.898430281,44.32147902,1
12.15,3.8551931,44.28628503,1
12.2,3.912758012,44.29152164,1
12.25,3.947017386,44.24339907,1
12.3,3.891771578,44.29067646,1
12.35,3.90368476,44.31742259,1
12.4,3.896486199,44.33294701,1
12.45,3.922730879,44.31273909,1
12.5,3.906466963,44.3047768,1
12.55,3.909116182,44.29409089,1
12.6,3.900168183,44.26020341,1
12.65,3.990904874,44.36486208,1
12.7,3.992671662,44.26341899,1
12.75,3.966393834,44.24625096,1
12.8,3.971882182,44.23317923,1
12.85,4.012562727,44.27792508,1
12.9,4.065237059,44.26882733,1
12.95,4.022493958,44.22877263,1
13,4.034000913,44.2202428,1
13.05,4.124020903,44.17326966,1
13.1,4.174396296,44.22419369,1
13.15,4.165682585,44.26488985,1
13.2,4.144479524,44.20202882,1
13.25,4.150739451,44.1763261,1
13.3,4.233271187,44.16464795,1
13.35,4.209419157,44.18833208,1
13.4,4.172342442,44.17965925,1
13.45,4.246601736,44.20119008,1
13.5,4.207129318,44.21610523,1
13.55,4.263065665,44.15541646,1
13.6,4.210520015,44.16551748,1
13.65,4.262265571,44.19729641,1
13.7,4.206915635,44.23474537,1
13.75,4.277168997,44.15025889,1
13.8,4.290902298,44.1675318,1
13.85,4.313216552,44.1806768,1
13.9,4.299813639,44.19711145,1
13.95,4.269974218,44.16994786,1
14,4.233037728,44.20815835,1
14.05,4.244495628,44.17970816,1
14.1,4.217184568,44.20048608,1
14.15,4.309498547,44.1338577,1
14.2,4.250917399,44.13678236,1
14.25,4.209158591,44.16846051,1
14.3,4.274337631,44.16223229,1
14.35,4.210848032,44.22002651,1
14.4,4.279512691,44.11314405,1
14.45,4.152149478,44.22004478,1
14.5,4.19968107,44.17687233,1
14.55,4.24979022,44.15683217,1
14.6,4.198411169,44.22837864,1
14.65,4.215366094,44.17962056,1
14.7,4.210964009,44.21082119,1
14.75,4.210982328,44.18599985,1
14.8,4.1494927,44.1545877,1
14.85,4.154225567,44.17388048,1
14.9,4.071322519,44.2074422,1
14.95,4.15741339,44.19678112,1
15,4.102815453,44.28113622,1
15.05,4.17305094,44.20038036,1
15.1,4.22248846,44.25938459,1
15.15,4.12043814,44.21564192,1
15.2,4.187236171,44.16123513,1
15.25,4.205091745,44.19081199,1
15.3,4.19675681,44.17369012,1
15.35,4.182788971,44.17875821,1
15.4,4.168799278,44.22945612,1
15.45,4.15544283,44.20586385,1
15.5,4.162511284,44.13436447,1
15.55,4.163174862,44.13537756,1
15.6,4.115330295,44.18051632,1
15.65,4.139232052,44.16572405,1
15.7,4.125359678,44.20520398,1
15.75,4.123036715,44.16986017,1
15.8,4.156148684,44.2161668,1
15.85,4.166030352,44.19088246,1
15.9,4.135060476,44.20387316,1
15.95,4.078047382,44.17907449,1
16,4.17947284,44.18648614,1
16.05,4.068866293,44.19307815,1
16.1,4.125013167,44.12449934,1
16.15,4.100731189,44.25800267,1
16.2,4.115452617,44.15458666,1
16.25,4.081709271,44.17731056,1
16.3,4.083598215,44.19159517,1
16.35,4.087111317,44.18294741,1
16.4,4.085013637,44.1768241,1
16.45,4.086334542,44.1690295,1
16.5,4.09685798,44.21965956,1
16.55,4.110315602,44.29313909,1
16.6,4.090002053,44.1454662,1
16.65,4.122262378,44.18810071,1
16.7,4.119481273,44.23340447,1
16.75,4.135817263,44.24935094,1
16.8,4.128885959,44.18577898,1
16.85,4.067117178,44.18380084,1
16.9,4.062698168,44.15947108,1
16.95,4.087024106,44.15820733,1
17,4.12113129,44.16678556,1
17.05,4.113601811,44.18515877,1
17.1,4.080753715,44.18064644,1
17.15,4.066573606,44.19269953,1
17.2,4.137294826,44.19828492,1
17.25,4.162512379,44.14292752,1
17.3,4.106214699,44.11288217,1
17.35,4.161052808,44.22084803,1
17.4,4.033656918,44.2125382,1
17.45,4.122736316,44.23136113,1
17.5,4.10282841,44.16333857,1
17.55,4.122220711,44.21367279,1
17.6,4.099424647,44.20570358,1
17.65,4.177294323,44.20960915,1
17.7,4.068160584,44.25979831,1
17.75,4.092542323,44.24497084,1
17.8,4.117569637,44.20316587,1
17.85,4.081142804,44.19170226,1
17.9,4.12410917,44.26472578,1
17.95,4.101955345,44.21455377,1
18,4.082634199,44.21677155,1
18.05,4.0555152,44.14641584,1
18.1,4.135130328,44.18788298,1
18.15,4.135748944,44.16396048,1
18.2,4.122584672,44.21167339,1
18.25,4.089525555,44.18584456,1
18.3,4.217884087,44.22186856,1
18.35,4.150399264,44.1753613,1
18.4,4.146337751,44.22089492,1
18.45,4.127765837,44.1485714,1
18.5,4.111761649,44.15921413,1
18.55,4.123808577,44.15864651,1
18.6,4.086136156,44.15422864,1
18.65,4.147719893,44.13758062,1
18.7,4.129156858,44.18083307,1
18.75,4.089148003,44.19184977,1
18.8,4.090660712,44.11238155,1
18.85,4.090091838,44.25480635,1
18.9,4.125580273,44.21531244,1
18.95,4.118351116,44.21498306,1
19,4.104514901,44.16846546,1
19.05,4.03990775,44.20814621,1
19.1,4.082326247,44.25263432,1
19.15,4.13628599,44.22120038,1
19.2,4.117889288,44.22766478,1
19.25,4.081797927,44.19647944,1
19.3,4.14700646,44.1917408,1
19.35,4.198549633,44.18687734,1
19.4,4.106834463,44.20357953,1
19.45,4.144876094,44.17588555,1
19.5,4.137470293,44.27103432,1
19.55,4.155887686,44.14024363,1
19.6,4.174233524,44.10349601,1
19.65,4.147871748,44.18185702,1
19.7,4.109588515,44.1436127,1
19.75,4.183545417,44.1141041,1
19.8,4.204628574,44.1645882,1
19.85,4.101326004,44.13689514,1
19.9,4.197306689,44.13215756,1
19.95,4.182062037,44.08535632,1
20,4.134359737,44.1367252,1
20.05,4.066239457,44.17629307,1
20.1,4.210889447,44.1468128,1
20.15,4.222757326,44.13726291,1
20.2,4.071115758,44.24516687,1
20.25,4.208697112,44.14611278,1
20.3,4.207601957,44.13558566,1
20.35,4.256748915,44.10464152,1
20.4,4.190899444,44.16787544,1
20.45,4.22693216,44.13498646,1
20.5,4.24310209,44.18452566,1
20.55,4.19917432,44.18073439,1
20.6,4.194108599,44.11235854,1
20.65,4.205987018,44.16909713,1
20.7,4.202448726,44.16516577,1
20.75,4.182315755,44.11266406,1
20.8,4.138202773,44.17954653,1
20.85,4.086647005,44.22711623,1
20.9,4.110275674,44.21622012,1
20.95,4.094928448,44.15553863,1
21,4.150291317,44.1220348,1
21.05,4.123904797,44.1779773,1
21.1,4.053284685,44.25037543,1
21.15,4.118554794,44.18959288,1
21.2,4.164114197,44.22491436,1
21.25,4.105941046,44.180166,1
21.3,4.082272505,44.12860033,1
21.35,4.034803004,44.19912425,1
21.4,3.985430464,44.18196481,1
21.45,3.967893354,44.20288042,1
21.5,3.949220127,44.18102544,1
21.55,3.930661803,44.14975225,1
21.6,3.874476807,44.18551277,1
21.65,3.786802792,44.19910362,1
21.7,3.777134791,44.19701852,1
21.75,3.783263553,44.17229627,1
21.8,3.779778213,44.15252859,1
21.85,3.75433896,44.23711619,1
21.9,3.734714645,44.1529226,1
21.95,3.702185766,44.1637748,1
22,3.708336843,44.12441234,1
22.05,3.705011237,44.08893379,1
22.1,3.598152513,44.1122833,1
22.15,3.678255877,44.07313108,1
22.2,3.636640656,44.06331787,1
22.25,3.6398964,44.10825858,1
22.3,3.568727059,44.07567637,1
22.35,3.584841723,44.11382219,1
22.4,3.661171344,44.1106874,1
22.45,3.541366331,44.14954249,1
22.5,3.519660077,44.09708556,1
22.55,3.529106675,44.07621645,1
22.6,3.519707257,44.08460242,1
22.65,3.440377469,44.06788503,1
22.7,3.454274555,44.14481137,1
22.75,3.488738515,44.10744879,1
22.8,3.460123751,44.14067843,1
22.85,3.42856881,44.15891801,1
22.9,3.397255083,44.17140779,1
22.95,3.403787058,44.19836841,1
23,3.367787358,44.2292896,1
23.05,3.405113392,44.15038661,1
23.1,3.438582947,44.17121304,1
23.15,3.441485864,44.19245465,1
23.2,3.443048208,44.25231124,1
23.25,3.391848449,44.19958805,1
23.3,3.372623009,44.24306524,1
23.35,3.385441611,44.24393435,1
23.4,3.468485494,44.25364844,1
23.45,3.454680568,44.22876134,1
23.5,3.449268891,44.27915773,1
23.55,3.49004783,44.22375714,1
23.6,3.478859343,44.20260701,1
23.65,3.525120171,44.27925063,1
23.7,3.504692382,44.27491811,1
23.75,3.498339391,44.18995327,1
23.8,3.483211279,44.19866512,1
23.85,3.473276818,44.2280042,1
23.9,3.46308499,44.22484096,1
23.95,3.53531511,44.23148622,1
24,3.514190426,44.2482852,1
24.05,3.492715861,44.24627228,1
24.1,3.533701228,44.24216833,1
24.15,3.488929945,44.21425846,1
24.2,3.51476342,44.21676577,1
24.25,3.487871283,44.2806984,1
24.3,3.578475453,44.20360773,1
24.35,3.469547556,44.21860975,1
24.4,3.536577956,44.21825514,1
24.45,3.523762567,44.19961127,1
24.5,3.565369803,44.15853197,1
24.55,3.550001376,44.18624077,1
24.6,3.524168686,44.19942529,1
24.65,3.613378986,44.20553021,1
24.7,3.566628131,44.19983073,1
24.75,3.62567959,44.20142533,1
24.8,3.663096829,44.2182552,1
24.85,3.637948437,44.29215417,1
24.9,3.639047791,44.23205307,1
24.95,3.675469111,44.17936448,1
25,3.686771146,44.25499266,1
25.05,3.709356157,44.24115144,1
25.1,3.679013863,44.24516223,1
25.15,3.685405625,44.24514229,1
25.2,3.718552777,44.17870203,1
25.25,3.696434152,44.16495083,1
25.3,3.710426473,44.21785636,1
25.35,3.682354248,44.24150477,1
25.4,3.70010361,44.21346091,1
25.45,3.705984099,44.22657726,1
25.5,3.709729486,44.23538345,1
25.55,3.746400162,44.3100165,1
25.6,3.761101642,44.25275464,1
25.65,3.771842254,44.21927895,1
25.7,3.792125516,44.22227356,1
25.75,3.754833749,44.19760475,1
25.8,3.717215035,44.22437916,1
25.85,3.747330003,44.12476102,1
25.9,3.765377153,44.24252228,1
25.95,3.831228557,44.18376941,1
26,3.761106455,44.18879924,1
26.05,3.761003273,44.17846402,1
26.1,3.751598102,44.19484341,1
26.15,3.786171988,44.20533656,1
26.2,3.794029466,44.18977741,1
26.25,3.816284901,44.1862905,1
26.3,3.819437755,44.32939796,1
26.35,3.851306326,44.26791991,1
26.4,3.832950499,44.22355205,1
26.45,3.895332022,44.27807991,1
26.5,3.83623577,44.20650264,1
26.55,3.881892785,44.2316526,1
26.6,3.893766482,44.24674823,1
26.65,3.843854445,44.22945447,1
26.7,3.949377729,44.28468223,1
26.75,3.947564729,44.25200556,1
26.8,3.941076581,44.25555156,1
26.85,3.950414372,44.213041,1
26.9,3.924055027,44.24687425,1
26.95,3.856762923,44.30473186,1
27,3.910323952,44.32939347,1
27.05,3.856025483,44.24259818,1
27.1,3.905451572,44.20194956,1
27.15,3.946985175,44.29781193,1
27.2,3.883283073,44.29233845,1
27.25,3.873357029,44.23015405,1
27.3,3.901764034,44.29785554,1
27.35,3.907738545,44.29674564,1
27.4,3.84396938,44.24620775,1
27.45,3.80890307,44.27702994,1
27.5,3.835174608,44.23194462,1
27.55,3.84532885,44.24869075,1
27.6,3.851537729,44.14096148,1
27.65,3.796034253,44.25562184,1
27.7,3.823386451,44.29232284,1
27.75,3.810441579,44.15607397,1
27.8,3.810447788,44.21517259,1
27.85,3.819790345,44.19431871,1
27.9,3.778474969,44.20801176,1
27.95,3.818891036,44.20936029,1
28,3.788308044,44.23712953,1
28.05,3.735175482,44.135939,1
28.1,3.724536439,44.18861715,1
28.15,3.723555466,44.25880867,1
28.2,3.700773237,44.20133918,1
28.25,3.734094194,44.23228271,1
28.3,3.691382348,44.20714684,1
28.35,3.727754372,44.29098437,1
28.4,3.7530666,44.27284504,1
28.45,3.760133302,44.23471476,1
28.5,3.727947578,44.26549883,1
28.55,3.710183649,44.27944562,1
28.6,3.731366416,44.31396766,1
28.65,3.625269111,44.26334367,1
28.7,3.721454604,44.23229153,1
28.75,3.731253245,44.21953833,1
28.8,3.763433489,44.25625322,1
28.85,3.705544264,44.27300065,1
28.9,3.743102406,44.30523013,1
28.95,3.719759198,44.29042847,1
29,3.709941975,44.24883696,1
29.05,3.727121237,44.20476925,1
29.1,3.759048501,44.24446192,1
29.15,3.768276345,44.28590936,1
29.2,3.725103603,44.29366621,1
29.25,3.791500366,44.31167473,1
29.3,3.68409842,44.30890254,1
29.35,3.725026811,44.30839084,1
29.4,3.695479502,44.25667617,1
29.45,3.77549524,44.31054394,1
29.5,3.736027422,44.28596938,1
29.55,3.746500882,44.31054584,1
29.6,3.794112673,44.30485123,1
29.65,3.758621957,44.34622754,1
29.7,3.735826722,44.28085576,1
29.75,3.745477541,44.31721809,1
29.8,3.667240026,44.22655048,1
29.85,3.754809541,44.23617044,1
29.9,3.711656036,44.21709579,1
29.95,3.665182952,44.25286389,1
0.05,32.84649568,5.504959106,2
0.1,32.86034477,5.484981076,2
0.15,32.80773322,5.421315761,2
0.2,32.84722287,5.458499826,2
0.25,32.82399409,5.396461441,2
0.3,32.84431893,5.395927598,2
0.35,32.80602313,5.423622712,2
0.4,32.81072399,5.452476574,2
0.45,32.83112421,5.421476712,2
0.5,32.82922005,5.499048672,2
0.55,32.81264413,5.400777484,2
0.6,32.83933943,5.503312464,2
0.65,32.82132449,5.49859131,2
0.7,32.75336826,5.514978821,2
0.75,32.72728715,5.475740968,2
0.8,32.83424049,5.50650351,2
0.85,32.81329707,5.56807432,2
0.9,32.74470274,5.514453591,2
0.95,32.76339991,5.527430413,2
1,32.79337297,5.511161193,2
1.05,32.83270871,5.441450757,2
1.1,32.75885239,5.462365502,2
1.15,32.83981748,5.389071519,2
1.2,32.7069129,5.574961596,2
1.25,32.79136006,5.66155357,2
1.3,32.82675439,5.606103657,2
1.35,32.74063743,5.698635079,2
1.4,32.82663303,5.514272074,2
1.45,32.81151914,5.575664726,2
1.5,32.75459752,5.485005605,2
1.55,32.88163044,5.402056043,2
1.6,32.79822233,5.473816703,2
1.65,32.82990489,5.520301606,2
1.7,32.82974786,5.594937315,2
1.75,32.7693016,5.591178663,2
1.8,32.85591324,5.507468112,2
1.85,32.83941518,5.527419683,2
1.9,32.82496285,5.433397116,2
1.95,32.85100284,5.550451565,2
2,32.75406879,5.532256891,2
2.05,32.83492808,5.547698477,2
2.1,32.81657941,5.559055379,2
2.15,32.82981249,5.637702252,2
2.2,32.87794078,5.579335902,2
2.25,32.74004626,5.680826196,2
2.3,32.81562203,5.574389609,2
2.35,32.74596533,5.631742836,2
2.4,32.80856082,5.49548367,2
2.45,32.75580099,5.745969636,2
2.5,32.80076078,5.699279845,2
2.55,32.82308967,5.589004593,2
2.6,32.82092693,5.560111735,2
2.65,32.78594887,5.553839375,2
2.7,32.78907155,5.556589201,2
2.75,32.83733711,5.57584733,2
2.8,32.86766278,5.710131872,2
2.85,32.79844655,5.763739538,2
2.9,32.84102059,5.5739457,2
2.95,32.83899885,5.619448148,2
3,32.81040001,5.677834858,2
3.05,32.84400056,5.688077471,2
3.1,32.75869348,5.665804671,2
3.15,32.88190292,5.558894163,2
3.2,32.88096619,5.557913199,2
3.25,32.85301392,5.567880917,2
3.3,32.83564103,5.57964317,2
3.35,32.7858046,5.847028829,2
3.4,32.84152361,5.843003164,2
3.45,32.82999994,5.805751329,2
3.5,32.84257926,5.848606256,2
3.55,32.93301061,5.643433505,2
3.6,32.75194574,5.759292375,2
3.65,32.82848313,5.597383075,2
3.7,32.82567804,5.745586947,2
3.75,32.84181178,5.710557511,2
3.8,32.79210004,5.8543524,2
3.85,32.74611082,5.870831551,2
3.9,32.87234264,5.750220991,2
3.95,32.74578769,5.790616892,2
4,32.82038478,5.622171047,2
4.05,32.76019204,5.786367645,2
4.1,32.85581031,5.713203282,2
4.15,32.82399026,5.665921011,2
4.2,32.69074053,5.6404328,2
4.25,32.77742982,5.695476983,2
4.3,32.83185829,5.726713986,2
4.35,32.81040106,5.703742156,2
4.4,32.8005965,5.545702471,2
4.45,32.7551207541876,5.52277955326319,2
4.5,32.83099712,5.707901904,2
4.55,32.87987804,5.781273013,2
4.6,32.97434444,5.626614701,2
4.65,32.7962578,5.751597725,2
4.7,32.82165234,5.817164599,2
4.75,32.84332098,5.774115486,2
4.8,32.81815264,5.755281709,2
4.85,32.82057016,5.778228783,2
4.9,32.85521703,5.831945109,2
4.95,32.84788843,5.662496649,2
5,32.80178087,5.63949013,2
5.05,32.85433687,5.598327237,2
5.1,32.8693354,5.648283382,2
5.15,32.87950179,5.675875528,2
5.2,32.73930467,5.644373023,2
5.25,32.81871532,5.719061063,2
5.3,32.85379139,5.764258815,2
5.35,32.80696121,5.7837765,2
5.4,32.84166715,5.728676232,2
5.45,32.78331669,5.773001458,2
5.5,32.78568822,5.728122443,2
5.55,32.78008283,5.748641542,2
5.6,32.88100772,5.76056421,2
5.65,32.81364096,5.770382711,2
5.7,32.83734342,5.728379469,2
5.75,32.77164864,5.810545124,2
5.8,32.80638191,5.771053055,2
5.85,32.70430604,5.78535863,2
5.9,32.8299272,5.810596839,2
5.95,32.77466913,5.776236316,2
6,32.82956588,5.875785099,2
6.05,32.7646635,5.759923278,2
6.1,32.7565651,5.887689993,2
6.15,32.83971364,5.702241333,2
6.2,32.79479477,5.89734648,2
6.25,32.76273276,5.881254531,2
6.3,32.7732339,5.791666062,2
6.35,32.85212957,5.872540317,2
6.4,32.82555939,5.912238728,2
6.45,32.85420399,5.884097869,2
6.5,32.84540007,5.866224792,2
6.55,32.79049218,5.866880366,2
6.6,32.84891283,5.8718695,2
6.65,32.85730349,5.80792578,2
6.7,32.8820323,5.901032745,2
6.75,32.81503315,5.859992278,2
6.8,32.89245924,5.767178698,2
6.85,32.79939808,5.896558296,2
6.9,32.92225867,5.751259183,2
6.95,32.78580244,5.879241889,2
7,32.79287022,5.930456024,2
7.05,32.85215546,5.857884231,2
7.1,32.82559356,5.849833914,2
7.15,32.82237665,5.84369072,2
7.2,32.86994067,5.773347981,2
7.25,32.86110635,5.873260923,2
7.3,32.77251995,5.740092039,2
7.35,32.87404891,5.885575287,2
7.4,32.83855963,5.840508475,2
7.45,32.83995385,5.850243687,2
7.5,32.91906283,5.854360956,2
7.55,32.90394375,5.83565532,2
7.6,32.85363776,5.882558319,2
7.65,32.83807373,5.908239929,2
7.7,32.79257318,5.92799393,2
7.75,32.91769991,5.81232086,2
7.8,32.89451583,5.772758268,2
7.85,32.83499357,5.82916178,2
7.9,32.88870663,5.84189466,2
7.95,32.89932754,5.775481402,2
8,32.94097463,5.837476868,2
8.05,32.88651506,5.810640839,2
8.1,32.91167757,5.81946632,2
8.15,32.72041484,5.89346648,2
8.2,32.89047419,5.88013773,2
8.25,32.84129663,5.936565711,2
8.3,32.86336569,5.910723098,2
8.35,32.73664731,5.890785957,2
8.4,32.81927751,5.909959698,2
8.45,32.89087449,5.83523873,2
8.5,32.7740519,5.883347942,2
8.55,32.8183109,5.870853232,2
8.6,32.88557231,5.895211733,2
8.65,32.87978737,5.873584759,2
8.7,32.83770977,5.78384022,2
8.75,32.82325836,5.852046778,2
8.8,32.80982163,5.857969854,2
8.85,32.8742941,5.840496506,2
8.9,32.78101359,5.846528548,2
8.95,32.78676854,5.877160867,2
9,32.82035178,5.936575303,2
9.05,32.79678213,6.012251806,2
